ModuleCode,ModuleTitle,SessionName,RollNumber,ApplicantName,ApplicantMobile,CGPA,AttemptCount,Advisor,RemoteStudent,Probation,HighRisk,TermExceeded,AtRisk,AtRiskSSC,SpecialNeed,OtherModules,PrerequisiteModules,PlagiarismHistory,MalPracticeHistory
Module 4,Course 4,Session-A,Student 100,xxxxxxxxxx,xxxxxxxx,4,1,Advisor 12,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 101,xxxxxxxxxx,xxxxxxxx,2.5,1,Advisor 25,No,No,Yes,No,Yes,No,Not Applicable(Not Disabled),3,Yes,No History,Module 17
Module 4,Course 4,Session-A,Student 102,xxxxxxxxxx,xxxxxxxx,4,1,Advisor 25,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 103,xxxxxxxxxx,xxxxxxxx,3,2,Advisor 24,No,No,No,No,Yes,No,Not Applicable(Not Disabled),3,Yes,Module 19,No History
Module 4,Course 4,Session-A,Student 104,xxxxxxxxxx,xxxxxxxx,4,1,Advisor 20,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 105,xxxxxxxxxx,xxxxxxxx,2.75,1,Advisor 16,No,No,No,No,Yes,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 106,xxxxxxxxxx,xxxxxxxx,2.5,1,Advisor 24,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 107,xxxxxxxxxx,xxxxxxxx,3.25,1,Advisor 20,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 108,xxxxxxxxxx,xxxxxxxx,2.25,1,Advisor 3,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 109,xxxxxxxxxx,xxxxxxxx,3.75,2,Advisor 3,No,Yes,No,No,Yes,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 4,Course 4,Session-A,Student 110,xxxxxxxxxx,xxxxxxxx,2.5,1,Advisor 16,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 111,xxxxxxxxxx,xxxxxxxx,2.5,1,Advisor 13,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 112,xxxxxxxxxx,xxxxxxxx,2.5,1,Advisor 16,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 113,xxxxxxxxxx,xxxxxxxx,2,1,Advisor 22,No,No,No,No,No,No,Not Applicable(Not Disabled),1,Yes,No History,No History
Module 4,Course 4,Session-A,Student 114,xxxxxxxxxx,xxxxxxxx,2,1,Advisor 24,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 115,xxxxxxxxxx,xxxxxxxx,2,1,Advisor 9,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 116,xxxxxxxxxx,xxxxxxxx,1.75,1,Advisor 7,No,No,No,No,Yes,Yes,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 117,xxxxxxxxxx,xxxxxxxx,1.75,1,Advisor 9,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 4,Course 4,Session-A,Student 118,xxxxxxxxxx,xxxxxxxx,1.75,1,Advisor 21,No,No,Yes,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 119,xxxxxxxxxx,xxxxxxxx,3.75,1,Advisor 23,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 120,xxxxxxxxxx,xxxxxxxx,2.25,1,Advisor 12,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 121,xxxxxxxxxx,xxxxxxxx,2.25,1,Advisor 19,No,No,No,No,Yes,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 4,Course 4,Session-A,Student 122,xxxxxxxxxx,xxxxxxxx,2.25,1,Advisor 20,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 4,Course 4,Session-A,Student 123,xxxxxxxxxx,xxxxxxxx,2.5,1,Advisor 6,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 4,Course 4,Session-A,Student 124,xxxxxxxxxx,xxxxxxxx,2,1,Advisor 4,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
