ModuleCode,ModuleTitle,SessionName,RollNumber,ApplicantName,ApplicantMobile,CGPA,AttemptCount,Advisor,RemoteStudent,Probation,HighRisk,TermExceeded,AtRisk,AtRiskSSC,SpecialNeed,OtherModules,PrerequisiteModules,PlagiarismHistory,MalPracticeHistory
Module 1,Course 1,Session-A,Student 244,xxxxxxxxxx,xxxxxxxxxx,3.25,1,Advisor 19,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 245,xxxxxxxxxx,xxxxxxxxxx,2,1,Advisor 11,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,Module 4,No History
Module 1,Course 1,Session-A,Student 246,xxxxxxxxxx,xxxxxxxxxx,2,2,Advisor 25,No,No,No,No,Yes,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 247,xxxxxxxxxx,xxxxxxxxxx,2,1,Advisor 5,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 248,xxxxxxxxxx,xxxxxxxxxx,2.75,1,Advisor 23,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 249,xxxxxxxxxx,xxxxxxxxxx,1.75,1,Advisor 15,No,No,No,No,Yes,No,Not Applicable(Not Disabled),2,Yes,Module 4,Module 6
Module 1,Course 1,Session-A,Student 250,xxxxxxxxxx,xxxxxxxxxx,2,1,Advisor 20,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,Module 4,No History
Module 1,Course 1,Session-A,Student 251,xxxxxxxxxx,xxxxxxxxxx,2.25,1,Advisor 12,No,No,No,Yes,No,No,Not Applicable(Not Disabled),2,Yes,Module 4,Module 7
Module 1,Course 1,Session-A,Student 252,xxxxxxxxxx,xxxxxxxxxx,2.25,1,Advisor 16,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 253,xxxxxxxxxx,xxxxxxxxxx,2.5,1,Advisor 12,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 254,xxxxxxxxxx,xxxxxxxxxx,2.75,1,Advisor 2,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 255,xxxxxxxxxx,xxxxxxxxxx,3.25,1,Advisor 16,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 256,xxxxxxxxxx,xxxxxxxxxx,3.5,1,Advisor 16,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 257,xxxxxxxxxx,xxxxxxxxxx,3.25,1,Advisor 24,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,Module 9,No History
Module 1,Course 1,Session-A,Student 258,xxxxxxxxxx,xxxxxxxxxx,2.75,1,Advisor 19,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 259,xxxxxxxxxx,xxxxxxxxxx,3.75,1,Advisor 15,No,No,No,No,No,No,Not Applicable(Not Disabled),4,Yes,No History,No History
Module 1,Course 1,Session-A,Student 260,xxxxxxxxxx,xxxxxxxxxx,1.75,1,Advisor 18,No,No,No,No,Yes,Yes,Not Applicable(Not Disabled),2,Yes,No History,Module 17
Module 1,Course 1,Session-A,Student 261,xxxxxxxxxx,xxxxxxxxxx,3.25,1,Advisor 6,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 262,xxxxxxxxxx,xxxxxxxxxx,2,1,Advisor 13,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,Module 5,No History
Module 1,Course 1,Session-A,Student 263,xxxxxxxxxx,xxxxxxxxxx,3.5,1,Advisor 8,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 264,xxxxxxxxxx,xxxxxxxxxx,3.25,1,Advisor 12,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,No History,No History
Module 1,Course 1,Session-A,Student 265,xxxxxxxxxx,xxxxxxxxxx,1.75,1,Advisor 24,No,No,No,No,Yes,Yes,Not Applicable(Not Disabled),3,Yes,Module 13,No History
Module 1,Course 1,Session-A,Student 266,xxxxxxxxxx,xxxxxxxxxx,3.5,1,Advisor 19,No,No,No,No,No,No,Not Applicable(Not Disabled),3,Yes,No History,No History
Module 1,Course 1,Session-A,Student 267,xxxxxxxxxx,xxxxxxxxxx,2,1,Advisor 11,No,No,No,No,No,No,Not Applicable(Not Disabled),2,Yes,Module 4,No History
